Date,Location,Unemployment Rate,Unemployment ('000s),Sector
2019-01,Canada,32.7,7.2,"Fishing, hunting and trapping"
2019-02,Canada,33.5,7.0,"Fishing, hunting and trapping"
2019-03,Canada,37.7,7.5,"Fishing, hunting and trapping"
2019-04,Canada,36.9,10.0,"Fishing, hunting and trapping"
2019-05,Canada,8.9,2.6,"Fishing, hunting and trapping"
2019-06,Canada,16.0,4.6,"Fishing, hunting and trapping"
2019-07,Canada,31.6,7.5,"Fishing, hunting and trapping"
2019-08,Canada,30.7,6.7,"Fishing, hunting and trapping"
2019-09,Canada,28.4,6.4,"Fishing, hunting and trapping"
2019-10,Canada,30.2,6.7,"Fishing, hunting and trapping"
2019-11,Canada,37.2,8.9,"Fishing, hunting and trapping"
2019-12,Canada,29.7,7.4,"Fishing, hunting and trapping"
2020-01,Canada,25.8,6.1,"Fishing, hunting and trapping"
2020-02,Canada,30.3,6.3,"Fishing, hunting and trapping"
2020-03,Canada,27.8,6.3,"Fishing, hunting and trapping"
2020-04,Canada,30.3,6.9,"Fishing, hunting and trapping"
2020-05,Canada,8.9,2.7,"Fishing, hunting and trapping"
2020-06,Canada,9.4,2.8,"Fishing, hunting and trapping"
2020-07,Canada,17.1,4.3,"Fishing, hunting and trapping"
2020-08,Canada,18.4,4.5,"Fishing, hunting and trapping"
2020-09,Canada,26.9,6.1,"Fishing, hunting and trapping"
2020-10,Canada,29.1,6.7,"Fishing, hunting and trapping"
2020-11,Canada,30.3,6.9,"Fishing, hunting and trapping"
2020-12,Canada,24.8,6.2,"Fishing, hunting and trapping"
2021-01,Canada,17.9,4.7,"Fishing, hunting and trapping"
2021-02,Canada,27.1,6.8,"Fishing, hunting and trapping"
2021-03,Canada,27.0,7.1,"Fishing, hunting and trapping"
2021-04,Canada,29.3,8.4,"Fishing, hunting and trapping"
2021-05,Canada,11.0,3.4,"Fishing, hunting and trapping"
2021-06,Canada,12.9,4.0,"Fishing, hunting and trapping"
2021-07,Canada,19.7,5.1,"Fishing, hunting and trapping"
2021-08,Canada,38.2,9.5,"Fishing, hunting and trapping"
2021-09,Canada,33.8,7.7,"Fishing, hunting and trapping"
2021-10,Canada,33.8,6.7,"Fishing, hunting and trapping"
2021-11,Canada,45.2,9.0,"Fishing, hunting and trapping"
2021-12,Canada,27.0,5.3,"Fishing, hunting and trapping"
2022-01,Canada,23.2,4.3,"Fishing, hunting and trapping"
2022-02,Canada,28.7,4.8,"Fishing, hunting and trapping"
2022-03,Canada,34.0,6.9,"Fishing, hunting and trapping"
2022-04,Canada,29.2,6.8,"Fishing, hunting and trapping"
2022-05,Canada,6.5,1.9,"Fishing, hunting and trapping"
2022-06,Canada,11.5,3.0,"Fishing, hunting and trapping"
2022-07,Canada,31.1,7.6,"Fishing, hunting and trapping"
2022-08,Canada,32.0,8.0,"Fishing, hunting and trapping"
2022-09,Canada,30.0,7.2,"Fishing, hunting and trapping"
2022-10,Canada,35.1,6.6,"Fishing, hunting and trapping"
2022-11,Canada,41.1,8.6,"Fishing, hunting and trapping"
2022-12,Canada,21.7,4.5,"Fishing, hunting and trapping"
2023-01,Canada,25.4,5.3,"Fishing, hunting and trapping"
2023-02,Canada,28.6,5.3,"Fishing, hunting and trapping"
2023-03,Canada,39.3,8.4,"Fishing, hunting and trapping"
2023-04,Canada,40.8,9.7,"Fishing, hunting and trapping"
2023-05,Canada,12.5,3.1,"Fishing, hunting and trapping"
2023-06,Canada,6.5,1.8,"Fishing, hunting and trapping"
2023-07,Canada,29.3,7.2,"Fishing, hunting and trapping"
2023-08,Canada,35.7,6.5,"Fishing, hunting and trapping"
2023-09,Canada,40.5,7.9,"Fishing, hunting and trapping"
2023-10,Canada,38.1,8.2,"Fishing, hunting and trapping"
2023-11,Canada,52.0,10.5,"Fishing, hunting and trapping"
2023-12,Canada,41.6,9.6,"Fishing, hunting and trapping"
2024-01,Canada,38.3,7.9,"Fishing, hunting and trapping"
2024-02,Canada,40.5,8.7,"Fishing, hunting and trapping"
2024-03,Canada,34.4,6.3,"Fishing, hunting and trapping"
2017-01,Canada,8.4,23.5,"Mining, quarrying, and oil and gas extraction"
2017-02,Canada,7.5,20.6,"Mining, quarrying, and oil and gas extraction"
2017-03,Canada,8.7,23.9,"Mining, quarrying, and oil and gas extraction"
2017-04,Canada,7.6,20.6,"Mining, quarrying, and oil and gas extraction"
2017-05,Canada,5.7,15.4,"Mining, quarrying, and oil and gas extraction"
2017-06,Canada,4.5,12.1,"Mining, quarrying, and oil and gas extraction"
2017-07,Canada,4.8,13.0,"Mining, quarrying, and oil and gas extraction"
2017-08,Canada,4.8,13.1,"Mining, quarrying, and oil and gas extraction"
2017-09,Canada,3.7,9.9,"Mining, quarrying, and oil and gas extraction"
2017-10,Canada,4.5,12.3,"Mining, quarrying, and oil and gas extraction"
2017-11,Canada,6.3,16.9,"Mining, quarrying, and oil and gas extraction"
2017-12,Canada,5.6,15.4,"Mining, quarrying, and oil and gas extraction"
2018-01,Canada,6.6,18.1,"Mining, quarrying, and oil and gas extraction"
2018-02,Canada,4.0,11.0,"Mining, quarrying, and oil and gas extraction"
2018-03,Canada,5.4,15.0,"Mining, quarrying, and oil and gas extraction"
2018-04,Canada,4.0,10.7,"Mining, quarrying, and oil and gas extraction"
2018-05,Canada,6.5,18.1,"Mining, quarrying, and oil and gas extraction"
2018-06,Canada,5.5,15.8,"Mining, quarrying, and oil and gas extraction"
2018-07,Canada,3.6,10.2,"Mining, quarrying, and oil and gas extraction"
2018-08,Canada,4.7,13.3,"Mining, quarrying, and oil and gas extraction"
2018-09,Canada,5.0,13.8,"Mining, quarrying, and oil and gas extraction"
2018-10,Canada,6.2,17.6,"Mining, quarrying, and oil and gas extraction"
2018-11,Canada,5.0,14.6,"Mining, quarrying, and oil and gas extraction"
2018-12,Canada,4.3,12.2,"Mining, quarrying, and oil and gas extraction"
2019-01,Canada,5.9,17.2,"Mining, quarrying, and oil and gas extraction"
2019-02,Canada,5.6,16.5,"Mining, quarrying, and oil and gas extraction"
2019-03,Canada,5.7,16.6,"Mining, quarrying, and oil and gas extraction"
2019-04,Canada,7.2,20.7,"Mining, quarrying, and oil and gas extraction"
2019-05,Canada,7.0,20.1,"Mining, quarrying, and oil and gas extraction"
2019-06,Canada,5.3,14.9,"Mining, quarrying, and oil and gas extraction"
2019-07,Canada,4.5,12.9,"Mining, quarrying, and oil and gas extraction"
2019-08,Canada,4.1,11.4,"Mining, quarrying, and oil and gas extraction"
2019-09,Canada,3.7,10.4,"Mining, quarrying, and oil and gas extraction"
2019-10,Canada,4.0,11.3,"Mining, quarrying, and oil and gas extraction"
2019-11,Canada,3.5,9.4,"Mining, quarrying, and oil and gas extraction"
2019-12,Canada,5.1,13.8,"Mining, quarrying, and oil and gas extraction"
2020-01,Canada,6.2,17.0,"Mining, quarrying, and oil and gas extraction"
2020-02,Canada,5.0,13.5,"Mining, quarrying, and oil and gas extraction"
2020-03,Canada,6.7,18.0,"Mining, quarrying, and oil and gas extraction"
2020-04,Canada,16.1,42.7,"Mining, quarrying, and oil and gas extraction"
2020-05,Canada,15.6,41.6,"Mining, quarrying, and oil and gas extraction"
2020-06,Canada,14.0,36.8,"Mining, quarrying, and oil and gas extraction"
2020-07,Canada,11.3,28.8,"Mining, quarrying, and oil and gas extraction"
2020-08,Canada,10.3,25.5,"Mining, quarrying, and oil and gas extraction"
2020-09,Canada,11.0,27.8,"Mining, quarrying, and oil and gas extraction"
2020-10,Canada,8.8,24.1,"Mining, quarrying, and oil and gas extraction"
2020-11,Canada,7.7,20.5,"Mining, quarrying, and oil and gas extraction"
2020-12,Canada,8.3,22.6,"Mining, quarrying, and oil and gas extraction"
2021-01,Canada,7.6,21.0,"Mining, quarrying, and oil and gas extraction"
2021-02,Canada,7.8,21.9,"Mining, quarrying, and oil and gas extraction"
2021-03,Canada,9.9,27.8,"Mining, quarrying, and oil and gas extraction"
2021-04,Canada,6.9,18.4,"Mining, quarrying, and oil and gas extraction"
2021-05,Canada,4.0,10.6,"Mining, quarrying, and oil and gas extraction"
2021-06,Canada,5.2,14.3,"Mining, quarrying, and oil and gas extraction"
2021-07,Canada,4.4,12.5,"Mining, quarrying, and oil and gas extraction"
2021-08,Canada,3.9,10.8,"Mining, quarrying, and oil and gas extraction"
2021-09,Canada,3.0,8.2,"Mining, quarrying, and oil and gas extraction"
2021-10,Canada,4.4,12.1,"Mining, quarrying, and oil and gas extraction"
2021-11,Canada,5.5,14.8,"Mining, quarrying, and oil and gas extraction"
2021-12,Canada,1.6,4.3,"Mining, quarrying, and oil and gas extraction"
2022-01,Canada,4.0,10.6,"Mining, quarrying, and oil and gas extraction"
2022-02,Canada,3.8,10.4,"Mining, quarrying, and oil and gas extraction"
2022-03,Canada,2.4,6.6,"Mining, quarrying, and oil and gas extraction"
2022-04,Canada,4.0,10.8,"Mining, quarrying, and oil and gas extraction"
2022-05,Canada,4.0,11.1,"Mining, quarrying, and oil and gas extraction"
2022-06,Canada,2.8,7.4,"Mining, quarrying, and oil and gas extraction"
2022-07,Canada,2.6,7.0,"Mining, quarrying, and oil and gas extraction"
2022-08,Canada,3.5,9.8,"Mining, quarrying, and oil and gas extraction"
2022-09,Canada,2.1,5.7,"Mining, quarrying, and oil and gas extraction"
2022-10,Canada,2.7,7.5,"Mining, quarrying, and oil and gas extraction"
2022-11,Canada,3.1,8.8,"Mining, quarrying, and oil and gas extraction"
2022-12,Canada,2.7,7.5,"Mining, quarrying, and oil and gas extraction"
2023-01,Canada,4.8,13.9,"Mining, quarrying, and oil and gas extraction"
2023-02,Canada,4.3,12.3,"Mining, quarrying, and oil and gas extraction"
2023-03,Canada,3.8,10.6,"Mining, quarrying, and oil and gas extraction"
2023-04,Canada,4.0,11.0,"Mining, quarrying, and oil and gas extraction"
2023-05,Canada,3.3,9.3,"Mining, quarrying, and oil and gas extraction"
2023-06,Canada,4.6,13.1,"Mining, quarrying, and oil and gas extraction"
2023-07,Canada,2.5,7.1,"Mining, quarrying, and oil and gas extraction"
2023-08,Canada,1.8,5.2,"Mining, quarrying, and oil and gas extraction"
2023-09,Canada,3.1,9.0,"Mining, quarrying, and oil and gas extraction"
2023-10,Canada,3.1,8.9,"Mining, quarrying, and oil and gas extraction"
2023-11,Canada,6.3,18.3,"Mining, quarrying, and oil and gas extraction"
2023-12,Canada,6.3,18.7,"Mining, quarrying, and oil and gas extraction"
2024-01,Canada,6.8,20.1,"Mining, quarrying, and oil and gas extraction"
2024-02,Canada,5.0,14.6,"Mining, quarrying, and oil and gas extraction"
2024-03,Canada,6.1,18.3,"Mining, quarrying, and oil and gas extraction"
2017-01,Canada,12.2,180.5,Construction
2017-02,Canada,11.8,173.3,Construction
2017-03,Canada,12.9,192.6,Construction
2017-04,Canada,11.7,176.7,Construction
2017-05,Canada,7.7,118.7,Construction
2017-06,Canada,6.4,99.7,Construction
2017-07,Canada,5.8,92.7,Construction
2017-08,Canada,5.4,85.0,Construction
2017-09,Canada,5.0,78.9,Construction
2017-10,Canada,5.2,82.3,Construction
2017-11,Canada,6.2,97.2,Construction
2017-12,Canada,7.2,112.1,Construction
2018-01,Canada,10.9,164.3,Construction
2018-02,Canada,11.2,168.3,Construction
2018-03,Canada,10.9,166.5,Construction
2018-04,Canada,10.0,151.0,Construction
2018-05,Canada,6.6,100.5,Construction
2018-06,Canada,5.1,79.7,Construction
2018-07,Canada,5.1,80.0,Construction
2018-08,Canada,4.6,72.2,Construction
2018-09,Canada,3.9,60.5,Construction
2018-10,Canada,4.4,68.7,Construction
2018-11,Canada,4.7,73.7,Construction
2018-12,Canada,6.4,97.9,Construction
2019-01,Canada,10.9,161.7,Construction
2019-02,Canada,10.8,161.2,Construction
2019-03,Canada,10.7,161.6,Construction
2019-04,Canada,9.1,141.3,Construction
2019-05,Canada,6.3,98.3,Construction
2019-06,Canada,5.0,78.9,Construction
2019-07,Canada,5.1,82.9,Construction
2019-08,Canada,4.7,77.2,Construction
2019-09,Canada,4.1,68.2,Construction
2019-10,Canada,4.5,72.8,Construction
2019-11,Canada,5.9,96.0,Construction
2019-12,Canada,6.8,109.0,Construction
2020-01,Canada,9.2,141.2,Construction
2020-02,Canada,8.1,124.4,Construction
2020-03,Canada,10.5,161.4,Construction
2020-04,Canada,21.5,310.1,Construction
2020-05,Canada,14.4,219.2,Construction
2020-06,Canada,9.3,149.7,Construction
2020-07,Canada,8.1,130.3,Construction
2020-08,Canada,6.9,111.4,Construction
2020-09,Canada,6.1,97.9,Construction
2020-10,Canada,6.8,108.7,Construction
2020-11,Canada,7.4,115.4,Construction
2020-12,Canada,8.6,132.4,Construction
2021-01,Canada,10.4,156.2,Construction
2021-02,Canada,10.0,149.1,Construction
2021-03,Canada,8.9,134.4,Construction
2021-04,Canada,7.8,119.3,Construction
2021-05,Canada,5.1,77.8,Construction
2021-06,Canada,4.2,64.4,Construction
2021-07,Canada,4.1,65.6,Construction
2021-08,Canada,3.9,62.6,Construction
2021-09,Canada,3.9,62.1,Construction
2021-10,Canada,3.9,61.3,Construction
2021-11,Canada,4.6,71.9,Construction
2021-12,Canada,5.4,82.1,Construction
2022-01,Canada,8.4,126.3,Construction
2022-02,Canada,7.2,110.9,Construction
2022-03,Canada,6.5,100.9,Construction
2022-04,Canada,6.1,97.5,Construction
2022-05,Canada,4.6,75.3,Construction
2022-06,Canada,3.5,58.8,Construction
2022-07,Canada,2.4,41.3,Construction
2022-08,Canada,3.3,56.1,Construction
2022-09,Canada,3.0,50.1,Construction
2022-10,Canada,3.2,53.0,Construction
2022-11,Canada,3.6,59.7,Construction
2022-12,Canada,5.0,82.7,Construction
2023-01,Canada,7.8,128.1,Construction
2023-02,Canada,7.1,114.5,Construction
2023-03,Canada,8.0,131.5,Construction
2023-04,Canada,6.9,114.1,Construction
2023-05,Canada,4.7,80.1,Construction
2023-06,Canada,4.3,73.8,Construction
2023-07,Canada,4.3,72.5,Construction
2023-08,Canada,3.4,58.8,Construction
2023-09,Canada,3.3,54.9,Construction
2023-10,Canada,3.7,62.3,Construction
2023-11,Canada,4.5,76.1,Construction
2023-12,Canada,5.9,96.6,Construction
2024-01,Canada,8.3,134.0,Construction
2024-02,Canada,7.8,126.3,Construction
2024-03,Canada,7.2,118.2,Construction
2017-01,Canada,5.8,103.6,Manufacturing
2017-02,Canada,4.7,83.9,Manufacturing
2017-03,Canada,4.7,84.2,Manufacturing
2017-04,Canada,4.5,82.1,Manufacturing
2017-05,Canada,3.6,67.0,Manufacturing
2017-06,Canada,3.4,62.5,Manufacturing
2017-07,Canada,3.9,74.4,Manufacturing
2017-08,Canada,3.7,69.7,Manufacturing
2017-09,Canada,2.8,52.0,Manufacturing
2017-10,Canada,3.3,61.2,Manufacturing
2017-11,Canada,2.8,51.6,Manufacturing
2017-12,Canada,2.7,50.1,Manufacturing
2018-01,Canada,4.0,74.7,Manufacturing
2018-02,Canada,4.1,75.9,Manufacturing
2018-03,Canada,4.2,76.5,Manufacturing
2018-04,Canada,3.6,65.6,Manufacturing
2018-05,Canada,3.4,64.3,Manufacturing
2018-06,Canada,3.5,66.5,Manufacturing
2018-07,Canada,3.9,74.4,Manufacturing
2018-08,Canada,4.1,76.2,Manufacturing
2018-09,Canada,3.4,62.5,Manufacturing
2018-10,Canada,2.9,52.2,Manufacturing
2018-11,Canada,3.2,57.3,Manufacturing
2018-12,Canada,3.7,68.3,Manufacturing
2019-01,Canada,3.9,69.6,Manufacturing
2019-02,Canada,3.9,69.8,Manufacturing
2019-03,Canada,3.7,66.6,Manufacturing
2019-04,Canada,4.1,74.5,Manufacturing
2019-05,Canada,3.7,69.4,Manufacturing
2019-06,Canada,3.4,63.2,Manufacturing
2019-07,Canada,3.6,67.3,Manufacturing
2019-08,Canada,3.2,60.3,Manufacturing
2019-09,Canada,3.1,55.4,Manufacturing
2019-10,Canada,3.5,63.4,Manufacturing
2019-11,Canada,3.9,68.8,Manufacturing
2019-12,Canada,3.9,69.9,Manufacturing
2020-01,Canada,5.3,94.5,Manufacturing
2020-02,Canada,4.8,87.3,Manufacturing
2020-03,Canada,5.7,101.8,Manufacturing
2020-04,Canada,15.5,261.7,Manufacturing
2020-05,Canada,12.6,222.9,Manufacturing
2020-06,Canada,9.6,173.2,Manufacturing
2020-07,Canada,7.7,140.5,Manufacturing
2020-08,Canada,6.1,110.9,Manufacturing
2020-09,Canada,4.0,71.9,Manufacturing
2020-10,Canada,5.3,97.0,Manufacturing
2020-11,Canada,5.8,105.8,Manufacturing
2020-12,Canada,5.3,97.3,Manufacturing
2021-01,Canada,7.7,142.1,Manufacturing
2021-02,Canada,5.9,107.8,Manufacturing
2021-03,Canada,6.0,111.5,Manufacturing
2021-04,Canada,5.4,99.2,Manufacturing
2021-05,Canada,4.8,87.6,Manufacturing
2021-06,Canada,4.3,78.7,Manufacturing
2021-07,Canada,4.1,75.8,Manufacturing
2021-08,Canada,3.4,62.6,Manufacturing
2021-09,Canada,4.0,71.9,Manufacturing
2021-10,Canada,3.1,56.2,Manufacturing
2021-11,Canada,3.4,63.3,Manufacturing
2021-12,Canada,3.0,54.7,Manufacturing
2022-01,Canada,4.0,73.2,Manufacturing
2022-02,Canada,3.6,66.6,Manufacturing
2022-03,Canada,3.4,62.5,Manufacturing
2022-04,Canada,3.1,57.8,Manufacturing
2022-05,Canada,3.1,56.2,Manufacturing
2022-06,Canada,2.9,54.8,Manufacturing
2022-07,Canada,2.9,54.5,Manufacturing
2022-08,Canada,3.0,56.1,Manufacturing
2022-09,Canada,3.0,55.4,Manufacturing
2022-10,Canada,3.1,56.5,Manufacturing
2022-11,Canada,2.7,48.7,Manufacturing
2022-12,Canada,2.6,47.2,Manufacturing
2023-01,Canada,3.3,59.7,Manufacturing
2023-02,Canada,4.2,77.9,Manufacturing
2023-03,Canada,3.3,60.0,Manufacturing
2023-04,Canada,3.2,58.7,Manufacturing
2023-05,Canada,2.9,54.5,Manufacturing
2023-06,Canada,2.7,52.7,Manufacturing
2023-07,Canada,2.7,53.2,Manufacturing
2023-08,Canada,3.3,63.3,Manufacturing
2023-09,Canada,3.9,73.6,Manufacturing
2023-10,Canada,3.8,70.2,Manufacturing
2023-11,Canada,3.1,58.2,Manufacturing
2023-12,Canada,3.6,66.7,Manufacturing
2024-01,Canada,4.4,82.6,Manufacturing
2024-02,Canada,3.6,65.9,Manufacturing
2024-03,Canada,4.6,86.6,Manufacturing
2017-01,Canada,5.9,64.1,Durables
2017-02,Canada,4.7,50.0,Durables
2017-03,Canada,4.4,47.5,Durables
2017-04,Canada,4.3,46.4,Durables
2017-05,Canada,3.5,38.8,Durables
2017-06,Canada,3.3,37.1,Durables
2017-07,Canada,3.9,44.0,Durables
2017-08,Canada,3.2,36.4,Durables
2017-09,Canada,2.0,22.8,Durables
2017-10,Canada,3.2,36.7,Durables
2017-11,Canada,2.5,28.4,Durables
2017-12,Canada,2.5,27.9,Durables
2018-01,Canada,4.2,47.6,Durables
2018-02,Canada,3.9,43.8,Durables
2018-03,Canada,4.1,45.8,Durables
2018-04,Canada,3.2,34.9,Durables
2018-05,Canada,3.1,35.7,Durables
2018-06,Canada,3.6,41.1,Durables
2018-07,Canada,3.9,43.6,Durables
2018-08,Canada,3.6,40.2,Durables
2018-09,Canada,2.8,29.9,Durables
2018-10,Canada,2.4,26.3,Durables
2018-11,Canada,2.7,29.7,Durables
2018-12,Canada,3.3,36.5,Durables
2019-01,Canada,3.8,40.8,Durables
2019-02,Canada,3.4,35.5,Durables
2019-03,Canada,3.3,35.3,Durables
2019-04,Canada,3.7,39.6,Durables
2019-05,Canada,3.5,38.5,Durables
2019-06,Canada,3.3,37.1,Durables
2019-07,Canada,3.7,41.3,Durables
2019-08,Canada,2.9,32.3,Durables
2019-09,Canada,2.6,27.7,Durables
2019-10,Canada,2.9,31.2,Durables
2019-11,Canada,3.7,40.1,Durables
2019-12,Canada,3.9,42.6,Durables
2020-01,Canada,5.5,60.1,Durables
2020-02,Canada,4.9,53.9,Durables
2020-03,Canada,5.7,61.7,Durables
2020-04,Canada,18.9,186.7,Durables
2020-05,Canada,14.2,148.6,Durables
2020-06,Canada,10.7,113.3,Durables
2020-07,Canada,7.4,81.2,Durables
2020-08,Canada,6.0,65.1,Durables
2020-09,Canada,3.9,42.5,Durables
2020-10,Canada,5.3,56.5,Durables
2020-11,Canada,5.7,62.0,Durables
2020-12,Canada,5.3,57.1,Durables
2021-01,Canada,8.2,89.3,Durables
2021-02,Canada,5.4,58.8,Durables
2021-03,Canada,5.9,64.9,Durables
2021-04,Canada,4.8,53.3,Durables
2021-05,Canada,4.4,48.7,Durables
2021-06,Canada,4.3,46.3,Durables
2021-07,Canada,3.7,40.6,Durables
2021-08,Canada,2.7,29.5,Durables
2021-09,Canada,4.1,44.1,Durables
2021-10,Canada,3.5,37.2,Durables
