Date,Location,Category,Dollar Value ('000s')
2019-02-01,Newfoundland and Labrador,Animal or vegetable oils,0
2019-03-01,Newfoundland and Labrador,Animal or vegetable oils,0
2019-04-01,Newfoundland and Labrador,Animal or vegetable oils,0
2019-05-01,Newfoundland and Labrador,Animal or vegetable oils,0
2019-06-01,Newfoundland and Labrador,Animal or vegetable oils,0
2019-07-01,Newfoundland and Labrador,Animal or vegetable oils,0
2019-08-01,Newfoundland and Labrador,Animal or vegetable oils,0
2019-09-01,Newfoundland and Labrador,Animal or vegetable oils,0
2019-10-01,Newfoundland and Labrador,Animal or vegetable oils,0
2019-11-01,Newfoundland and Labrador,Animal or vegetable oils,0
2019-12-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-01-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-02-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-03-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-04-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-05-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-06-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-07-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-08-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-09-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-10-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-11-01,Newfoundland and Labrador,Animal or vegetable oils,0
2020-12-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-01-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-02-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-03-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-04-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-05-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-06-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-07-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-08-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-09-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-10-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-11-01,Newfoundland and Labrador,Animal or vegetable oils,0
2021-12-01,Newfoundland and Labrador,Animal or vegetable oils,0
2022-01-01,Newfoundland and Labrador,Animal or vegetable oils,0
2022-02-01,Newfoundland and Labrador,Animal or vegetable oils,0
2022-03-01,Newfoundland and Labrador,Animal or vegetable oils,0
2022-04-01,Newfoundland and Labrador,Animal or vegetable oils,0
2022-05-01,Newfoundland and Labrador,Animal or vegetable oils,0
2022-06-01,Newfoundland and Labrador,Animal or vegetable oils,0
2022-07-01,Newfoundland and Labrador,Animal or vegetable oils,0
2022-08-01,Newfoundland and Labrador,Animal or vegetable oils,0
2022-09-01,Newfoundland and Labrador,Animal or vegetable oils,0
2022-10-01,Newfoundland and Labrador,Animal or vegetable oils,1
2022-11-01,Newfoundland and Labrador,Animal or vegetable oils,0
2022-12-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-01-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-02-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-03-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-04-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-05-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-06-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-07-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-08-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-09-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-10-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-11-01,Newfoundland and Labrador,Animal or vegetable oils,0
2023-12-01,Newfoundland and Labrador,Animal or vegetable oils,0
2024-01-01,Newfoundland and Labrador,Animal or vegetable oils,0
2024-02-01,Newfoundland and Labrador,Animal or vegetable oils,0
2024-03-01,Newfoundland and Labrador,Animal or vegetable oils,0
2017-01-01,Newfoundland and Labrador,Processed food and beverages,134
2017-02-01,Newfoundland and Labrador,Processed food and beverages,257
2017-03-01,Newfoundland and Labrador,Processed food and beverages,200
2017-04-01,Newfoundland and Labrador,Processed food and beverages,74
2017-05-01,Newfoundland and Labrador,Processed food and beverages,230
2017-06-01,Newfoundland and Labrador,Processed food and beverages,3
2017-07-01,Newfoundland and Labrador,Processed food and beverages,115
2017-08-01,Newfoundland and Labrador,Processed food and beverages,12
2017-09-01,Newfoundland and Labrador,Processed food and beverages,234
2017-10-01,Newfoundland and Labrador,Processed food and beverages,4
2017-11-01,Newfoundland and Labrador,Processed food and beverages,0
2017-12-01,Newfoundland and Labrador,Processed food and beverages,0
2018-01-01,Newfoundland and Labrador,Processed food and beverages,2
2018-02-01,Newfoundland and Labrador,Processed food and beverages,0
2018-03-01,Newfoundland and Labrador,Processed food and beverages,1
2018-04-01,Newfoundland and Labrador,Processed food and beverages,0
2018-05-01,Newfoundland and Labrador,Processed food and beverages,0
2018-06-01,Newfoundland and Labrador,Processed food and beverages,0
2018-07-01,Newfoundland and Labrador,Processed food and beverages,0
2018-08-01,Newfoundland and Labrador,Processed food and beverages,31
2018-09-01,Newfoundland and Labrador,Processed food and beverages,0
2018-10-01,Newfoundland and Labrador,Processed food and beverages,0
2018-11-01,Newfoundland and Labrador,Processed food and beverages,0
2018-12-01,Newfoundland and Labrador,Processed food and beverages,0
2019-01-01,Newfoundland and Labrador,Processed food and beverages,0
2019-02-01,Newfoundland and Labrador,Processed food and beverages,0
2019-03-01,Newfoundland and Labrador,Processed food and beverages,1
2019-04-01,Newfoundland and Labrador,Processed food and beverages,2
2019-05-01,Newfoundland and Labrador,Processed food and beverages,0
2019-06-01,Newfoundland and Labrador,Processed food and beverages,0
2019-07-01,Newfoundland and Labrador,Processed food and beverages,2
2019-08-01,Newfoundland and Labrador,Processed food and beverages,1
2019-09-01,Newfoundland and Labrador,Processed food and beverages,0
2019-10-01,Newfoundland and Labrador,Processed food and beverages,0
2019-11-01,Newfoundland and Labrador,Processed food and beverages,1
2019-12-01,Newfoundland and Labrador,Processed food and beverages,0
2020-01-01,Newfoundland and Labrador,Processed food and beverages,2
2020-02-01,Newfoundland and Labrador,Processed food and beverages,1
2020-03-01,Newfoundland and Labrador,Processed food and beverages,0
2020-04-01,Newfoundland and Labrador,Processed food and beverages,0
2020-05-01,Newfoundland and Labrador,Processed food and beverages,0
2020-06-01,Newfoundland and Labrador,Processed food and beverages,2
2020-07-01,Newfoundland and Labrador,Processed food and beverages,0
2020-08-01,Newfoundland and Labrador,Processed food and beverages,0
2020-09-01,Newfoundland and Labrador,Processed food and beverages,4
2020-10-01,Newfoundland and Labrador,Processed food and beverages,3
2020-11-01,Newfoundland and Labrador,Processed food and beverages,2
2020-12-01,Newfoundland and Labrador,Processed food and beverages,2
2021-01-01,Newfoundland and Labrador,Processed food and beverages,1
2021-02-01,Newfoundland and Labrador,Processed food and beverages,1
2021-03-01,Newfoundland and Labrador,Processed food and beverages,0
2021-04-01,Newfoundland and Labrador,Processed food and beverages,17
2021-05-01,Newfoundland and Labrador,Processed food and beverages,0
2021-06-01,Newfoundland and Labrador,Processed food and beverages,0
2021-07-01,Newfoundland and Labrador,Processed food and beverages,4
2021-08-01,Newfoundland and Labrador,Processed food and beverages,12
2021-09-01,Newfoundland and Labrador,Processed food and beverages,0
2021-10-01,Newfoundland and Labrador,Processed food and beverages,0
2021-11-01,Newfoundland and Labrador,Processed food and beverages,5
2021-12-01,Newfoundland and Labrador,Processed food and beverages,1
2022-01-01,Newfoundland and Labrador,Processed food and beverages,3
2022-02-01,Newfoundland and Labrador,Processed food and beverages,0
2022-03-01,Newfoundland and Labrador,Processed food and beverages,0
2022-04-01,Newfoundland and Labrador,Processed food and beverages,0
2022-05-01,Newfoundland and Labrador,Processed food and beverages,0
2022-06-01,Newfoundland and Labrador,Processed food and beverages,4
2022-07-01,Newfoundland and Labrador,Processed food and beverages,2
2022-08-01,Newfoundland and Labrador,Processed food and beverages,2
2022-09-01,Newfoundland and Labrador,Processed food and beverages,0
2022-10-01,Newfoundland and Labrador,Processed food and beverages,5
2022-11-01,Newfoundland and Labrador,Processed food and beverages,0
2022-12-01,Newfoundland and Labrador,Processed food and beverages,0
2023-01-01,Newfoundland and Labrador,Processed food and beverages,14
2023-02-01,Newfoundland and Labrador,Processed food and beverages,5
2023-03-01,Newfoundland and Labrador,Processed food and beverages,72
2023-04-01,Newfoundland and Labrador,Processed food and beverages,0
2023-05-01,Newfoundland and Labrador,Processed food and beverages,5
2023-06-01,Newfoundland and Labrador,Processed food and beverages,4
2023-07-01,Newfoundland and Labrador,Processed food and beverages,5
2023-08-01,Newfoundland and Labrador,Processed food and beverages,6
2023-09-01,Newfoundland and Labrador,Processed food and beverages,19
2023-10-01,Newfoundland and Labrador,Processed food and beverages,4
2023-11-01,Newfoundland and Labrador,Processed food and beverages,0
2023-12-01,Newfoundland and Labrador,Processed food and beverages,1
2024-01-01,Newfoundland and Labrador,Processed food and beverages,2
2024-02-01,Newfoundland and Labrador,Processed food and beverages,0
2024-03-01,Newfoundland and Labrador,Processed food and beverages,1
2017-01-01,Prince Edward Island,Live animals or animal products,108
2017-02-01,Prince Edward Island,Live animals or animal products,12
2017-03-01,Prince Edward Island,Live animals or animal products,98
2017-04-01,Prince Edward Island,Live animals or animal products,183
2017-05-01,Prince Edward Island,Live animals or animal products,397
2017-06-01,Prince Edward Island,Live animals or animal products,348
2017-07-01,Prince Edward Island,Live animals or animal products,423
2017-08-01,Prince Edward Island,Live animals or animal products,0
2017-09-01,Prince Edward Island,Live animals or animal products,496
2017-10-01,Prince Edward Island,Live animals or animal products,0
2017-11-01,Prince Edward Island,Live animals or animal products,117
2017-12-01,Prince Edward Island,Live animals or animal products,207
2018-01-01,Prince Edward Island,Live animals or animal products,6
2018-02-01,Prince Edward Island,Live animals or animal products,16
2018-03-01,Prince Edward Island,Live animals or animal products,17
2018-04-01,Prince Edward Island,Live animals or animal products,404
2018-05-01,Prince Edward Island,Live animals or animal products,315
2018-06-01,Prince Edward Island,Live animals or animal products,634
2018-07-01,Prince Edward Island,Live animals or animal products,6
2018-08-01,Prince Edward Island,Live animals or animal products,2
2018-09-01,Prince Edward Island,Live animals or animal products,0
2018-10-01,Prince Edward Island,Live animals or animal products,824
2018-11-01,Prince Edward Island,Live animals or animal products,275
2018-12-01,Prince Edward Island,Live animals or animal products,283
2019-01-01,Prince Edward Island,Live animals or animal products,271
2019-02-01,Prince Edward Island,Live animals or animal products,9
2019-03-01,Prince Edward Island,Live animals or animal products,297
2019-04-01,Prince Edward Island,Live animals or animal products,0
2019-05-01,Prince Edward Island,Live animals or animal products,7
2019-06-01,Prince Edward Island,Live animals or animal products,283
2019-07-01,Prince Edward Island,Live animals or animal products,391
2019-08-01,Prince Edward Island,Live animals or animal products,3
2019-09-01,Prince Edward Island,Live animals or animal products,13
2019-10-01,Prince Edward Island,Live animals or animal products,0
2019-11-01,Prince Edward Island,Live animals or animal products,0
2019-12-01,Prince Edward Island,Live animals or animal products,0
2020-01-01,Prince Edward Island,Live animals or animal products,5
2020-02-01,Prince Edward Island,Live animals or animal products,0
2020-03-01,Prince Edward Island,Live animals or animal products,130
2020-04-01,Prince Edward Island,Live animals or animal products,0
2020-05-01,Prince Edward Island,Live animals or animal products,0
2020-06-01,Prince Edward Island,Live animals or animal products,0
2020-07-01,Prince Edward Island,Live animals or animal products,0
2020-08-01,Prince Edward Island,Live animals or animal products,0
2020-09-01,Prince Edward Island,Live animals or animal products,32
2020-10-01,Prince Edward Island,Live animals or animal products,0
2020-11-01,Prince Edward Island,Live animals or animal products,0
2020-12-01,Prince Edward Island,Live animals or animal products,2
2021-01-01,Prince Edward Island,Live animals or animal products,13
2021-02-01,Prince Edward Island,Live animals or animal products,0
2021-03-01,Prince Edward Island,Live animals or animal products,36
2021-04-01,Prince Edward Island,Live animals or animal products,0
2021-05-01,Prince Edward Island,Live animals or animal products,0
2021-06-01,Prince Edward Island,Live animals or animal products,0
2021-07-01,Prince Edward Island,Live animals or animal products,0
2021-08-01,Prince Edward Island,Live animals or animal products,29
2021-09-01,Prince Edward Island,Live animals or animal products,0
2021-10-01,Prince Edward Island,Live animals or animal products,0
2021-11-01,Prince Edward Island,Live animals or animal products,0
2021-12-01,Prince Edward Island,Live animals or animal products,0
2022-01-01,Prince Edward Island,Live animals or animal products,36
2022-02-01,Prince Edward Island,Live animals or animal products,0
2022-03-01,Prince Edward Island,Live animals or animal products,0
2022-04-01,Prince Edward Island,Live animals or animal products,0
2022-05-01,Prince Edward Island,Live animals or animal products,0
2022-06-01,Prince Edward Island,Live animals or animal products,0
